CustomerID,Recency,Frequency,Monetary,Country,Cluster,R_Score,F_Score,M_Score,RFM_Segment
13026,1,5,975.36,United Kingdom,2,4,4,3,443
13027,114,6,6912.0,United Kingdom,1,2,4,4,244
13028,23,2,661.3199999999999,United Kingdom,0,3,2,2,322
13029,31,3,1247.5,United Kingdom,1,3,3,3,333
13030,11,2,752.44,United Kingdom,0,4,2,3,423
13032,52,2,1010.1800000000001,United Kingdom,1,2,2,3,223
13033,357,1,190.55,United Kingdom,3,1,1,1,111
13034,55,2,642.77,United Kingdom,1,2,2,2,222
13035,74,2,921.88,United Kingdom,1,2,2,3,223
13037,138,3,881.07,United Kingdom,1,2,3,3,233
13038,80,3,908.46,United Kingdom,1,2,3,3,233
13040,9,2,676.99,United Kingdom,0,4,2,3,423
13043,273,1,516.42,United Kingdom,3,1,1,2,112
13044,291,1,560.47,United Kingdom,3,1,1,2,112
13045,99,1,305.28000000000003,United Kingdom,3,2,1,1,211
13046,31,2,629.31,United Kingdom,0,3,2,2,322
13047,32,10,3237.54,United Kingdom,2,3,4,4,344
13048,14,4,1819.41,United Kingdom,1,4,3,4,434
13049,64,2,656.6800000000001,United Kingdom,1,2,2,2,222
13050,15,17,5836.86,United Kingdom,2,4,4,4,444
13052,212,1,348.15000000000003,United Kingdom,3,1,1,2,112
13055,78,3,1214.41,United Kingdom,1,2,3,3,233
13058,25,3,271.40000000000003,United Kingdom,0,3,3,1,331
13059,250,1,183.4,United Kingdom,3,1,1,1,111
13060,254,1,307.53000000000003,United Kingdom,3,1,1,2,112
13061,72,1,248.61,United Kingdom,3,2,1,1,211
13062,191,1,346.98,United Kingdom,3,1,1,2,112
13064,13,4,1105.59,United Kingdom,1,4,3,3,433
13065,373,1,205.86,United Kingdom,3,1,1,1,111
13066,24,2,470.8,United Kingdom,0,3,2,2,322
13067,82,1,115.46000000000001,United Kingdom,3,2,1,1,211
13068,10,2,344.0,United Kingdom,0,4,2,2,422
13069,1,24,4431.44,United Kingdom,2,4,4,4,444
13070,192,1,228.8,United Kingdom,3,1,1,1,111
13072,267,1,177.15,United Kingdom,3,1,1,1,111
13075,130,1,919.61,United Kingdom,3,2,1,3,213
13077,1,4,728.02,United Kingdom,0,4,3,3,433
13078,3,26,12627.94,United Kingdom,2,4,4,4,444
13079,4,5,220.10000000000002,United Kingdom,0,4,4,1,441
13080,179,1,58.08,United Kingdom,3,1,1,1,111
13081,12,11,28337.38,United Kingdom,2,4,4,4,444
13082,126,9,3613.63,United Kingdom,1,2,4,4,244
13083,4,2,303.75,United Kingdom,0,4,2,1,421
13085,158,2,416.08,United Kingdom,3,1,2,2,122
13089,3,97,58762.08,United Kingdom,2,4,4,4,444
13090,9,14,8910.82,United Kingdom,2,4,4,4,444
13091,28,1,345.82,United Kingdom,0,3,1,2,312
13092,71,5,477.83,United Kingdom,1,2,4,2,242
13093,276,8,7832.47,United Kingdom,1,1,4,4,144
13094,21,12,1927.3200000000002,United Kingdom,2,3,4,4,344
13095,71,1,74.39999999999999,United Kingdom,3,2,1,1,211
13097,33,10,6003.22,United Kingdom,2,3,4,4,344
13098,1,28,28882.44,United Kingdom,2,4,4,4,444
13099,99,1,207.36,United Kingdom,3,2,1,1,211
13101,234,1,101.19,United Kingdom,3,1,1,1,111
13102,1,24,6424.09,United Kingdom,2,4,4,4,444
13103,40,1,243.94,United Kingdom,3,3,1,1,311
13104,3,6,1098.48,United Kingdom,2,4,4,3,443
13106,133,1,76.5,United Kingdom,3,2,1,1,211
13107,44,4,1531.6200000000001,United Kingdom,1,3,3,3,333
13108,373,1,350.06,United Kingdom,3,1,1,2,112
13109,60,2,786.54,United Kingdom,1,2,2,3,223
13110,31,7,1488.67,United Kingdom,1,3,4,3,343
13113,1,24,12245.960000000001,United Kingdom,2,4,4,4,444
13115,12,4,2294.78,United Kingdom,1,4,3,4,434
13116,138,1,501.14,United Kingdom,3,2,1,2,212
13117,22,8,984.91,United Kingdom,1,3,4,3,343
13118,20,5,1197.81,United Kingdom,1,3,4,3,343
13120,239,1,30.6,United Kingdom,3,1,1,1,111
13121,269,1,283.73,United Kingdom,3,1,1,1,111
13122,94,2,922.39,United Kingdom,1,2,2,3,223
13124,90,3,3756.33,United Kingdom,1,2,3,4,234
13126,5,8,2099.64,United Kingdom,2,4,4,4,444
13127,78,1,259.17,United Kingdom,3,2,1,1,211
13130,94,1,64.0,United Kingdom,3,2,1,1,211
13131,23,3,1073.3,United Kingdom,1,3,3,3,333
13132,262,1,77.3,United Kingdom,3,1,1,1,111
13133,274,2,109.8,United Kingdom,3,1,2,1,121
13134,86,4,1793.58,United Kingdom,1,2,3,4,234
13135,197,1,3096.0,United Kingdom,1,1,1,4,114
13136,56,5,2607.61,United Kingdom,1,2,4,4,244
13137,11,8,3603.29,United Kingdom,2,4,4,4,444
13138,22,6,962.39,United Kingdom,1,3,4,3,343
13139,16,7,5064.9400000000005,United Kingdom,2,4,4,4,444
13140,108,3,422.47,United Kingdom,3,2,3,2,232
13141,85,5,2388.75,United Kingdom,1,2,4,4,244
13142,19,1,307.09000000000003,United Kingdom,0,3,1,2,312
13144,333,1,110.95,United Kingdom,3,1,1,1,111
13145,40,4,618.52,United Kingdom,1,3,3,2,332
13146,26,1,228.91,United Kingdom,0,3,1,1,311
13147,10,4,712.8,United Kingdom,0,4,3,3,433
13148,29,12,3683.26,United Kingdom,2,3,4,4,344
13149,14,4,1676.06,United Kingdom,1,4,3,4,434
13151,296,1,1257.8700000000001,United Kingdom,3,1,1,3,113
13153,6,1,486.22,United Kingdom,0,4,1,2,412
13155,33,4,971.76,United Kingdom,1,3,3,3,333
13157,49,4,1741.22,United Kingdom,1,3,3,4,334
13158,95,4,1201.06,United Kingdom,1,2,3,3,233
13159,9,4,1429.35,United Kingdom,0,4,3,3,433
13160,22,1,91.8,United Kingdom,0,3,1,1,311
13161,313,1,112.75,United Kingdom,3,1,1,1,111
13162,122,4,1688.29,United Kingdom,1,2,3,4,234
13165,46,2,1021.48,United Kingdom,1,3,2,3,323
13166,283,1,417.2,United Kingdom,3,1,1,2,112
13167,19,4,791.33,United Kingdom,1,3,3,3,333
13168,36,4,1299.59,United Kingdom,1,3,3,3,333
13169,64,2,712.88,United Kingdom,1,2,2,3,223
13170,27,1,108.81,United Kingdom,0,3,1,1,311
13171,22,3,468.41,United Kingdom,0,3,3,2,332
13173,4,2,353.65000000000003,United Kingdom,0,4,2,2,422
13174,16,3,2742.82,United Kingdom,1,4,3,4,434
13176,46,1,481.49,United Kingdom,3,3,1,2,312
13177,65,1,282.45,United Kingdom,3,2,1,1,211
13178,26,11,5725.47,United Kingdom,2,3,4,4,344
13182,45,1,121.18,United Kingdom,3,3,1,1,311
13183,8,9,3957.78,United Kingdom,2,4,4,4,444
13184,15,10,1668.95,United Kingdom,2,4,4,4,444
13185,268,1,71.4,United Kingdom,3,1,1,1,111
13186,40,3,1575.89,United Kingdom,1,3,3,3,333
13187,337,1,236.02,United Kingdom,3,1,1,1,111
13188,11,1,114.6,United Kingdom,0,4,1,1,411
13189,19,2,260.68,United Kingdom,0,3,2,1,321
13192,95,2,911.94,United Kingdom,1,2,2,3,223
13193,61,1,112.08,United Kingdom,3,2,1,1,211
13194,136,1,60.7,United Kingdom,3,2,1,1,211
13196,11,4,1797.78,United Kingdom,1,4,3,4,434
13198,10,6,3401.2400000000002,United Kingdom,2,4,4,4,444
13199,4,38,9817.12,United Kingdom,2,4,4,4,444
13200,19,4,870.09,United Kingdom,1,3,3,3,333
13203,10,4,869.46,United Kingdom,0,4,3,3,433
13207,15,2,250.26000000000002,United Kingdom,0,4,2,1,421
13208,59,6,1217.65,United Kingdom,1,2,4,3,243
13209,30,8,5891.61,United Kingdom,2,3,4,4,344
13210,94,1,353.48,United Kingdom,3,2,1,2,212
13211,10,3,1095.42,United Kingdom,0,4,3,3,433
13212,20,3,786.83,United Kingdom,0,3,3,3,333
13213,57,5,1520.58,United Kingdom,1,2,4,3,243
13216,268,1,333.74,United Kingdom,3,1,1,2,112
13217,122,3,533.98,United Kingdom,1,2,3,2,232
13218,127,1,62.64,United Kingdom,3,2,1,1,211
13220,78,4,819.2900000000001,United Kingdom,1,2,3,3,233
13221,240,2,847.41,United Kingdom,3,1,2,3,123
13223,200,2,163.2,United Kingdom,3,1,2,1,121
13224,60,2,2155.95,United Kingdom,1,2,2,4,224
13225,3,7,6463.84,United Kingdom,2,4,4,4,444
13226,273,1,108.21000000000001,United Kingdom,3,1,1,1,111
13227,202,1,257.7,United Kingdom,3,1,1,1,111
13228,81,1,358.0,United Kingdom,3,2,1,2,212
13229,226,1,160.95,United Kingdom,3,1,1,1,111
13230,4,14,2755.63,United Kingdom,2,4,4,4,444
13232,13,7,1328.35,United Kingdom,2,4,4,3,443
13233,74,2,605.12,United Kingdom,3,2,2,2,222
13235,212,1,1031.07,United Kingdom,3,1,1,3,113
13236,25,2,744.85,United Kingdom,0,3,2,3,323
13238,17,4,700.73,United Kingdom,0,4,3,3,433
13239,262,1,329.56,United Kingdom,3,1,1,2,112
13240,96,4,663.65,United Kingdom,1,2,3,2,232
13242,112,3,270.40000000000003,United Kingdom,3,2,3,1,231
13243,203,1,585.12,United Kingdom,3,1,1,2,112
13244,93,1,121.74000000000001,United Kingdom,3,2,1,1,211
13245,51,1,430.5,United Kingdom,3,3,1,2,312
13246,18,6,1961.52,United Kingdom,1,4,4,4,444
13247,18,4,501.12,United Kingdom,0,4,3,2,432
13248,125,2,465.68,United Kingdom,3,2,2,2,222
13249,92,3,711.41,United Kingdom,1,2,3,3,233
13253,157,2,1030.4,United Kingdom,1,1,2,3,123
13255,9,2,399.51,United Kingdom,0,4,2,2,422
13256,14,1,0.0,United Kingdom,3,4,1,1,411
13258,12,3,672.83,United Kingdom,0,4,3,3,433
13259,62,1,283.18,United Kingdom,3,2,1,1,211
13260,61,1,557.62,United Kingdom,3,2,1,2,212
13261,269,2,944.1,United Kingdom,3,1,2,3,123
13262,263,1,200.29,United Kingdom,3,1,1,1,111
13263,1,35,7436.93,United Kingdom,2,4,4,4,444
13265,53,5,2092.66,United Kingdom,1,2,4,4,244
13266,11,12,3834.2599999999998,United Kingdom,2,4,4,4,444
13267,3,19,4521.49,United Kingdom,2,4,4,4,444
13268,18,11,3174.75,United Kingdom,2,4,4,4,444
13269,1,15,5343.28,United Kingdom,2,4,4,4,444
13270,366,1,590.0,United Kingdom,3,1,1,2,112
13271,37,1,211.49,United Kingdom,3,3,1,1,311
13272,31,2,276.56,United Kingdom,0,3,2,1,321
13273,113,1,138.98,United Kingdom,3,2,1,1,211
13276,64,2,590.9300000000001,United Kingdom,1,2,2,2,222
13277,16,4,258.4,United Kingdom,0,4,3,1,431
13278,41,1,542.73,United Kingdom,0,3,1,2,312
13279,78,1,137.75,United Kingdom,3,2,1,1,211
13280,122,3,798.46,United Kingdom,1,2,3,3,233
13282,18,3,1132.14,United Kingdom,1,4,3,3,433
13283,60,2,93.66,United Kingdom,3,2,2,1,221
13284,331,1,201.19,United Kingdom,3,1,1,1,111
13285,23,4,2709.12,United Kingdom,1,3,3,4,334
13291,156,1,361.11,United Kingdom,3,1,1,2,112
13292,39,2,578.94,United Kingdom,0,3,2,2,322
13294,190,2,873.74,United Kingdom,3,1,2,3,123
13295,360,1,201.20000000000002,United Kingdom,3,1,1,1,111
13296,137,1,87.4,United Kingdom,3,2,1,1,211
13297,8,4,2089.85,United Kingdom,2,4,3,4,434
13298,1,1,360.0,United Kingdom,0,4,1,2,412
13299,268,1,142.5,United Kingdom,3,1,1,1,111
13300,169,1,371.89,United Kingdom,3,1,1,2,112
13301,104,4,618.09,United Kingdom,1,2,3,2,232
13302,155,1,63.75,United Kingdom,3,1,1,1,111
13304,351,1,300.42,United Kingdom,3,1,1,1,111
13305,4,10,2000.86,United Kingdom,2,4,4,4,444
13307,120,1,15.0,United Kingdom,3,2,1,1,211
13308,23,3,1385.51,United Kingdom,1,3,3,3,333
13309,7,5,1456.79,United Kingdom,2,4,4,3,443
13310,28,3,1132.03,United Kingdom,1,3,3,3,333
13311,4,2,598.57,United Kingdom,0,4,2,2,422
13313,22,5,1555.3200000000002,United Kingdom,1,3,4,3,343
13314,2,3,775.94,United Kingdom,0,4,3,3,433
13316,37,4,5732.93,United Kingdom,1,3,3,4,334
13317,66,6,2273.68,United Kingdom,1,2,4,4,244
13318,1,3,640.76,United Kingdom,0,4,3,2,432
13319,5,26,10845.550000000001,United Kingdom,2,4,4,4,444
13320,78,4,1532.2,United Kingdom,1,2,3,3,233
13321,72,2,567.36,United Kingdom,3,2,2,2,222
13322,17,1,199.48000000000002,United Kingdom,0,4,1,1,411
13323,3,5,787.85,United Kingdom,0,4,4,3,443
13324,36,10,7121.95,United Kingdom,2,3,4,4,344
13325,82,1,675.3,United Kingdom,3,2,1,3,213
13327,39,8,3627.77,United Kingdom,2,3,4,4,344
13328,316,1,1308.48,United Kingdom,3,1,1,3,113
13329,32,2,789.0,United Kingdom,0,3,2,3,323
13330,93,3,1140.93,United Kingdom,1,2,3,3,233
13332,14,1,350.90000000000003,United Kingdom,0,4,1,2,412
13334,82,3,3502.32,United Kingdom,1,2,3,4,234
13336,77,1,795.12,United Kingdom,3,2,1,3,213
13338,158,1,487.02,United Kingdom,3,1,1,2,112
13339,201,1,860.12,United Kingdom,3,1,1,3,113
13340,45,7,10736.48,United Kingdom,2,3,4,4,344
13341,261,1,775.85,United Kingdom,3,1,1,3,113
13343,178,1,353.43,United Kingdom,3,1,1,2,112
13344,68,3,2511.69,United Kingdom,1,2,3,4,234
13345,288,1,389.5,United Kingdom,3,1,1,2,112
13347,70,1,341.36,United Kingdom,3,2,1,2,212
13348,64,1,233.76000000000002,United Kingdom,3,2,1,1,211
13349,11,1,247.32,United Kingdom,0,4,1,1,411
13350,16,2,979.12,United Kingdom,0,4,2,3,423
13351,66,1,373.94,United Kingdom,3,2,1,2,212
13352,60,1,397.98,United Kingdom,3,2,1,2,212
13354,71,1,743.53,United Kingdom,3,2,1,3,213
13355,122,1,674.7,United Kingdom,3,2,1,3,213
13356,80,1,768.24,United Kingdom,3,2,1,3,213
13357,257,1,609.4,United Kingdom,3,1,1,2,112
13358,269,1,439.03000000000003,United Kingdom,3,1,1,2,112
13359,64,1,439.56,United Kingdom,3,2,1,2,212
13362,9,4,3090.7400000000002,United Kingdom,2,4,3,4,434
13363,18,2,992.5,United Kingdom,0,4,2,3,423
13364,71,1,134.96,United Kingdom,3,2,1,1,211
13365,34,2,2225.37,United Kingdom,1,3,2,4,324
13366,50,1,56.16,United Kingdom,3,3,1,1,311
13368,257,2,623.4,United Kingdom,3,1,2,2,122
13369,366,1,308.28000000000003,United Kingdom,3,1,1,2,112
13370,372,1,754.87,United Kingdom,3,1,1,3,113
13372,90,1,378.64,United Kingdom,3,2,1,2,212
13373,61,3,3312.25,United Kingdom,1,2,3,4,234
13375,89,1,778.65,United Kingdom,3,2,1,3,213
13376,99,3,1019.76,United Kingdom,1,2,3,3,233
13379,26,3,572.56,United Kingdom,0,3,3,2,332
13381,32,6,3639.31,United Kingdom,1,3,4,4,344
13382,281,1,222.99,United Kingdom,3,1,1,1,111
13384,31,7,4151.93,United Kingdom,2,3,4,4,344
13385,330,1,534.57,United Kingdom,3,1,1,2,112
13388,131,2,677.1,United Kingdom,3,2,2,3,223
13389,11,3,797.96,United Kingdom,0,4,3,3,433
13390,75,1,544.08,United Kingdom,3,2,1,2,212
13391,204,1,59.8,United Kingdom,3,1,1,1,111
13394,2,8,2520.02,United Kingdom,2,4,4,4,444
13395,185,1,307.72,United Kingdom,3,1,1,2,112
13396,29,2,1360.99,United Kingdom,1,3,2,3,323
13397,73,5,1544.13,United Kingdom,1,2,4,3,243
13398,192,1,457.34000000000003,United Kingdom,3,1,1,2,112
13402,127,2,621.23,United Kingdom,3,2,2,2,222
13403,18,1,75.0,United Kingdom,0,4,1,1,411
13404,1,2,252.49,United Kingdom,0,4,2,1,421
13405,74,3,572.451,United Kingdom,1,2,3,2,232
13408,2,62,28117.04,United Kingdom,2,4,4,4,444
13410,24,5,1003.06,United Kingdom,1,3,4,3,343
13411,107,1,213.55,United Kingdom,3,2,1,1,211
13414,134,3,1390.5,United Kingdom,1,2,3,3,233
13416,44,2,712.5,United Kingdom,1,3,2,3,323
13417,5,2,640.83,United Kingdom,0,4,2,2,422
13418,12,18,6127.43,United Kingdom,2,4,4,4,444
13419,64,1,221.06,United Kingdom,3,2,1,1,211
13420,150,2,159.85,United Kingdom,3,1,2,1,121
13421,40,2,1833.71,United Kingdom,1,3,2,4,324
13422,64,1,2626.3,United Kingdom,1,2,1,4,214
13425,108,3,1624.21,United Kingdom,1,2,3,3,233
13426,1,10,3641.32,United Kingdom,2,4,4,4,444
13427,19,3,582.6,United Kingdom,0,3,3,2,332
13428,10,1,201.78,United Kingdom,0,4,1,1,411
13429,11,4,1006.8,United Kingdom,0,4,3,3,433
13430,19,2,679.45,United Kingdom,0,3,2,3,323
13431,67,2,1269.1,United Kingdom,1,2,2,3,223
13434,74,2,534.24,United Kingdom,3,2,2,2,222
13435,5,7,3809.89,United Kingdom,2,4,4,4,444
13436,2,1,196.89,United Kingdom,0,4,1,1,411
13437,14,7,3408.06,United Kingdom,2,4,4,4,444
13439,255,1,283.71,United Kingdom,3,1,1,1,111
13441,92,1,296.64,United Kingdom,3,2,1,1,211
13447,23,3,1129.14,United Kingdom,1,3,3,3,333
13448,17,6,3534.69,United Kingdom,2,4,4,4,444
13449,24,1,291.88,United Kingdom,0,3,1,1,311
13450,27,6,2043.72,United Kingdom,1,3,4,4,344
13451,26,5,2898.2599999999998,United Kingdom,1,3,4,4,344
13452,259,2,590.0,United Kingdom,3,1,2,2,122
13453,166,2,356.98,United Kingdom,3,1,2,2,122
13455,25,2,1058.34,United Kingdom,0,3,2,3,323
13456,18,6,1766.72,United Kingdom,1,4,4,4,444
13458,7,14,9646.57,United Kingdom,2,4,4,4,444
13460,29,2,183.44,United Kingdom,0,3,2,1,321
13461,39,3,1445.0,United Kingdom,1,3,3,3,333
13462,253,1,151.5,United Kingdom,3,1,1,1,111
13464,58,1,674.68,United Kingdom,3,2,1,3,213
13466,184,1,307.90000000000003,United Kingdom,3,1,1,2,112
13467,11,2,1071.91,United Kingdom,0,4,2,3,423
13468,2,37,5704.97,United Kingdom,2,4,4,4,444
13470,99,2,165.0,United Kingdom,3,2,2,1,221
13471,1,4,2501.84,United Kingdom,2,4,3,4,434
13473,61,2,422.64,United Kingdom,3,2,2,2,222
13474,236,1,226.84,United Kingdom,3,1,1,1,111
13475,191,4,1431.78,United Kingdom,1,1,3,3,133
13476,179,2,1238.47,United Kingdom,1,1,2,3,123
13477,38,6,1454.58,United Kingdom,1,3,4,3,343
13479,201,2,300.95,United Kingdom,3,1,2,1,121
13481,46,5,1804.56,United Kingdom,1,3,4,4,344
13482,232,1,184.64000000000001,United Kingdom,3,1,1,1,111
13483,66,1,140.34,United Kingdom,3,2,1,1,211
13484,241,1,313.8,United Kingdom,3,1,1,2,112
13485,233,1,454.24,United Kingdom,3,1,1,2,112
13486,78,3,1122.41,United Kingdom,1,2,3,3,233
13487,58,3,575.4,United Kingdom,1,2,3,2,232
13488,17,13,8968.31,United Kingdom,2,4,4,4,444
13489,105,4,449.52,United Kingdom,1,2,3,2,232
13491,52,10,1215.82,United Kingdom,1,2,4,3,243
13492,136,3,1269.84,Switzerland,1,2,3,3,233
13493,275,2,618.63,Switzerland,3,1,2,2,122
13494,312,1,316.26000000000005,United Kingdom,3,1,1,2,112
13495,8,5,2044.8700000000001,United Kingdom,2,4,4,4,444
13496,11,2,653.33,United Kingdom,0,4,2,2,422
13497,283,2,348.05,United Kingdom,3,1,2,2,122
13499,18,5,1159.1100000000001,United Kingdom,1,4,4,3,443
13500,23,3,1166.77,United Kingdom,1,3,3,3,333
13501,288,1,1340.32,Switzerland,3,1,1,3,113
13502,17,3,292.0,United Kingdom,0,4,3,1,431
13503,71,1,216.85,United Kingdom,3,2,1,1,211
13504,64,1,295.93,United Kingdom,3,2,1,1,211
13505,73,4,4393.63,Switzerland,1,2,3,4,234
13506,316,2,458.52,United Kingdom,3,1,2,2,122
13507,3,4,2479.16,United Kingdom,2,4,3,4,434
13508,244,1,110.97,United Kingdom,3,1,1,1,111
13509,9,7,979.72,United Kingdom,2,4,4,3,443
13510,1,4,1791.56,United Kingdom,2,4,3,4,434
13512,261,1,251.21,United Kingdom,3,1,1,1,111
13513,127,1,205.1,United Kingdom,3,2,1,1,211
13514,74,1,152.20000000000002,United Kingdom,3,2,1,1,211
13515,73,4,891.12,United Kingdom,1,2,3,3,233
13516,21,3,1389.41,United Kingdom,1,3,3,3,333
13517,60,3,2128.42,United Kingdom,1,2,3,4,234
13518,86,1,627.16,United Kingdom,3,2,1,2,212
13519,78,1,122.75,United Kingdom,3,2,1,1,211
13520,59,6,3624.35,Switzerland,1,2,4,4,244
13521,1,3,1071.73,United Kingdom,0,4,3,3,433
13522,30,1,125.80000000000001,United Kingdom,0,3,1,1,311
13523,33,5,3964.88,United Kingdom,1,3,4,4,344
13524,41,5,680.1800000000001,United Kingdom,1,3,4,3,343
13525,15,2,628.78,United Kingdom,0,4,2,2,422
13527,34,7,2242.36,United Kingdom,1,3,4,4,344
13529,79,2,307.76,United Kingdom,3,2,2,2,222
13531,205,2,483.8,United Kingdom,3,1,2,2,122
13532,34,1,210.31,United Kingdom,0,3,1,1,311
13533,183,3,269.09,United Kingdom,3,1,3,1,131
13534,2,25,5870.08,United Kingdom,2,4,4,4,444
13536,1,7,3444.39,United Kingdom,2,4,4,4,444
13538,43,7,1280.85,United Kingdom,1,3,4,3,343
13539,86,3,631.34,United Kingdom,1,2,3,2,232
13544,40,2,276.06,United Kingdom,0,3,2,1,321
13546,12,3,621.09,United Kingdom,0,4,3,2,432
13548,96,2,678.16,United Kingdom,3,2,2,3,223
13549,26,7,918.2,United Kingdom,1,3,4,3,343
13551,319,1,91.80000000000001,United Kingdom,3,1,1,1,111
13552,66,12,3740.07,United Kingdom,2,2,4,4,244
13555,74,4,4098.88,United Kingdom,1,2,3,4,234
13557,28,2,584.0600000000001,United Kingdom,0,3,2,2,322
13558,6,4,594.52,United Kingdom,0,4,3,2,432
13560,7,1,171.42000000000002,United Kingdom,0,4,1,1,411
13561,216,1,141.85999999999999,United Kingdom,3,1,1,1,111
13562,82,3,1799.3300000000002,United Kingdom,1,2,3,4,234
13563,84,2,777.53,United Kingdom,1,2,2,3,223
13564,144,3,1724.67,United Kingdom,1,1,3,4,134
13565,19,2,240.22,United Kingdom,0,3,2,1,321
13566,41,2,856.84,United Kingdom,1,3,2,3,323
13568,173,1,187.05,United Kingdom,3,1,1,1,111
13569,17,2,338.62,United Kingdom,0,4,2,2,422
13570,243,1,239.49,United Kingdom,3,1,1,1,111
13571,13,12,2088.94,United Kingdom,2,4,4,4,444
13572,206,1,1384.25,United Kingdom,3,1,1,3,113
13573,50,2,290.25,United Kingdom,3,3,2,1,321
13575,23,5,732.07,United Kingdom,1,3,4,3,343
13576,10,18,6717.34,United Kingdom,2,4,4,4,444
13577,25,4,1687.6000000000001,United Kingdom,1,3,3,4,334
13579,15,2,467.04,United Kingdom,0,4,2,2,422
13581,309,1,118.0,United Kingdom,3,1,1,1,111
13583,156,1,781.03,United Kingdom,3,1,1,3,113
13584,307,1,142.4,United Kingdom,3,1,1,1,111
13587,64,1,712.4,United Kingdom,3,2,1,3,213
13588,16,9,2478.95,United Kingdom,2,4,4,4,444
13589,15,2,379.65,United Kingdom,0,4,2,2,422
13590,11,6,1981.92,United Kingdom,2,4,4,4,444
13591,65,3,1117.13,United Kingdom,1,2,3,3,233
13592,36,4,247.95999999999998,United Kingdom,0,3,3,1,331
13593,108,5,2011.88,United Kingdom,1,2,4,4,244
13594,53,1,396.97,United Kingdom,3,2,1,2,212
13596,6,2,664.11,United Kingdom,0,4,2,2,422
13598,47,1,160.04,United Kingdom,3,3,1,1,311
13599,1,21,5149.92,United Kingdom,2,4,4,4,444
13600,312,1,219.52,United Kingdom,3,1,1,1,111
13601,45,2,693.32,United Kingdom,1,3,2,3,323
13602,65,1,428.89,United Kingdom,3,2,1,2,212
13603,26,1,164.34,United Kingdom,0,3,1,1,311
13606,29,3,276.75,United Kingdom,0,3,3,1,331
13607,40,1,675.51,United Kingdom,0,3,1,3,313
13610,12,7,1082.33,United Kingdom,2,4,4,3,443
13611,89,3,1154.4,United Kingdom,1,2,3,3,233
13614,24,4,1585.46,United Kingdom,1,3,3,3,333
13615,319,1,417.69,United Kingdom,3,1,1,2,112
13617,40,3,544.18,United Kingdom,1,3,3,2,332
13618,174,1,177.34,United Kingdom,3,1,1,1,111
13621,117,1,213.85,United Kingdom,3,2,1,1,211
13623,31,5,727.74,United Kingdom,1,3,4,3,343
13626,253,1,257.23,United Kingdom,3,1,1,1,111
13627,59,5,1638.47,United Kingdom,1,2,4,3,243
13629,23,11,7792.36,United Kingdom,2,3,4,4,344
13630,5,7,2031.78,United Kingdom,2,4,4,4,444
13631,100,11,3070.42,United Kingdom,1,2,4,4,244
13632,25,5,2118.93,United Kingdom,1,3,4,4,344
13634,33,5,1547.3600000000001,United Kingdom,1,3,4,3,343
13635,68,1,1071.03,United Kingdom,3,2,1,3,213
13636,37,5,949.12,United Kingdom,1,3,4,3,343
13637,52,3,804.3,United Kingdom,1,2,3,3,233
13638,16,1,122.64,United Kingdom,0,4,1,1,411
13639,74,1,1033.34,United Kingdom,3,2,1,3,213
13642,216,1,312.28,United Kingdom,3,1,1,2,112
13643,31,3,519.44,United Kingdom,0,3,3,2,332
13644,16,4,2624.26,United Kingdom,1,4,3,4,434
13645,120,1,252.1,United Kingdom,3,2,1,1,211
13647,10,4,1648.1200000000001,United Kingdom,1,4,3,3,433
13649,257,2,346.6,United Kingdom,3,1,2,2,122
13650,17,6,1836.3400000000001,United Kingdom,1,4,4,4,444
13651,35,2,94.2,United Kingdom,0,3,2,1,321
13652,46,3,1095.08,United Kingdom,1,3,3,3,333
13654,43,6,2707.33,United Kingdom,1,3,4,4,344
13655,114,2,932.97,United Kingdom,1,2,2,3,223
13656,165,2,379.65,United Kingdom,3,1,2,2,122
13657,11,2,382.14,United Kingdom,0,4,2,2,422
13658,10,5,2639.17,United Kingdom,2,4,4,4,444
13659,206,2,1563.0,United Kingdom,1,1,2,3,123
13662,86,3,881.26,United Kingdom,1,2,3,3,233
13663,179,1,189.47,United Kingdom,3,1,1,1,111
13666,60,3,84.65,United Kingdom,3,2,3,1,231
13667,149,1,299.05,United Kingdom,3,1,1,1,111
13668,3,21,6309.83,United Kingdom,2,4,4,4,444
13669,51,2,218.55,United Kingdom,3,3,2,1,321
13670,75,1,349.7,United Kingdom,3,2,1,2,212
13672,301,2,186.39000000000001,United Kingdom,3,1,2,1,121
13673,19,2,387.44,United Kingdom,0,3,2,2,322
13675,151,2,486.82000000000005,United Kingdom,3,1,2,2,122
13678,152,1,232.6,United Kingdom,3,1,1,1,111
13680,1,4,3719.12,United Kingdom,2,4,3,4,434
13681,18,4,827.83,United Kingdom,1,4,3,3,433
13682,187,1,59.5,United Kingdom,3,1,1,1,111
13684,286,1,65.13,United Kingdom,3,1,1,1,111
13685,3,7,3119.44,United Kingdom,2,4,4,4,444
13686,183,1,72.0,United Kingdom,3,1,1,1,111
13689,63,1,910.0,United Kingdom,3,2,1,3,213
13690,59,1,172.25,United Kingdom,3,2,1,1,211
13692,25,3,1488.32,United Kingdom,1,3,3,3,333
13694,4,50,65039.62,United Kingdom,2,4,4,4,444
13695,31,15,2504.13,United Kingdom,2,3,4,4,344
13697,39,1,151.3,United Kingdom,3,3,1,1,311
13699,155,1,308.58000000000004,United Kingdom,3,1,1,2,112
