StockCode,Description,TotalRevenue,TotalQuantity,UniqueInvoices,UniqueCustomers
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,838.5000000000001,294,33,27
21189,WHITE HONEYCOMB PAPER GARLAND ,272.25,165,29,27
21190,PINK HEARTS PAPER GARLAND,245.20000000000002,168,7,6
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,788.04,394,44,38
21192,WHITE BELL HONEYCOMB PAPER ,1390.2,924,39,32
21194,PINK  HONEYCOMB PAPER FAN,364.6,436,41,37
21195,PINK  HONEYCOMB PAPER BALL ,607.86,417,24,21
21196,ROUND WHITE CONFETTI IN TUBE,146.85,89,9,9
21197,MULTICOLOUR  CONFETTI IN TUBE,322.71,243,13,13
21198,WHITE HEART CONFETTI IN TUBE,929.91,963,50,47
21199,PINK  HEART CONFETTI IN TUBE,766.56,864,48,45
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1272.9,1010,39,33
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2672.25,1175,72,44
21202,DOLLY HONEYCOMB GARLAND,403.20000000000005,448,20,20
21204,DAISIES  HONEYCOMB GARLAND ,691.35,419,51,44
21205,MULTICOLOUR 3D BALLS GARLAND,532.95,209,48,43
21206,STRAWBERRY HONEYCOMB  GARLAND ,1446.6,1220,75,55
21207,SKULL AND CROSSBONES  GARLAND ,1532.25,981,84,74
21208,PASTEL COLOUR HONEYCOMB FAN,531.6899999999999,878,57,50
21209,MULTICOLOUR HONEYCOMB FAN,669.12,1142,57,48
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7943.0199999999995,5677,365,244
21211,SET OF 72 SKULL PAPER  DOILIES,1143.35,815,66,58
21212,PACK OF 72 RETROSPOT CAKE CASES,16381.88,33670,1029,635
21213,PACK OF 72 SKULL CAKE CASES,6855.46,14302,499,295
21215,IVORY PAPER CUP CAKE CASES ,460.7,866,63,51
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",8330.12,1836,241,150
21217,RED RETROSPOT ROUND CAKE TINS,9178.3,974,257,167
21218,RED SPOTTY BISCUIT TIN,7071.2,2058,203,130
21219,SET/4 BADGES BALLOON GIRL,408.59,323,42,35
21220,SET/4 BADGES DOGS,299.56,229,41,34
21221,SET/4 BADGES CUTE CREATURES,262.14,201,24,24
21222,SET/4 BADGES BEETLES,252.18,194,35,26
21224,SET/4 SKULL BADGES,913.7,734,81,58
21226,POCKET MIRROR WOODLAND,10.0,8,4,4
21228,"POCKET MIRROR ""GLAMOROUS""",6.25,5,2,2
21231,SWEETHEART CERAMIC TRINKET BOX,6864.610000000001,5748,381,215
21232,STRAWBERRY CERAMIC TRINKET BOX,10883.02,9318,507,296
21232,STRAWBERRY CERAMIC TRINKET POT,1312.04,1036,75,57
21238,RED RETROSPOT CUP,2822.41,3519,277,160
21239,PINK  POLKADOT CUP,2049.7,2572,201,141
21240,BLUE POLKADOT CUP,2484.53,3153,215,149
21242,RED RETROSPOT PLATE ,4855.91,3071,222,148
21243,PINK  POLKADOT PLATE ,3010.71,1911,130,95
21243,PINK POLKADOT PLATE ,318.34,202,18,18
21244,BLUE POLKADOT PLATE ,3359.47,2131,147,107
21245,GREEN POLKADOT PLATE ,1618.03,1011,100,72
21246,RED RETROSPOT BIG BOWL,849.45,175,39,33
21248,DOOR HANGER  MUM + DADS ROOM,271.15,187,52,45
21249,WOODLAND  HEIGHT CHART STICKERS ,1874.4,672,79,68
21250,SET OF SKULL WALL STICKERS,257.0,92,17,15
21251,DINOSAUR HEIGHT CHART STICKER SET,486.75000000000006,165,35,32
21253,SET OF PICTURE FRAME  STICKERS,189.59000000000003,65,16,14
21257,VICTORIAN SEWING BOX MEDIUM,3727.44,488,152,100
21258,VICTORIAN SEWING BOX LARGE,5014.23,425,106,61
21259,VICTORIAN SEWING BOX SMALL ,6402.360000000001,1123,237,133
21260,FIRST AID TIN,3530.35,1129,148,104
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,520.6500000000001,167,27,24
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,781.7500000000001,265,50,43
21263,GREEN GOOSE FEATHER TREE 60CM,313.95,161,36,32
21264,WHITE GOOSE FEATHER TREE 60CM ,495.29999999999995,254,42,37
21265,PINK GOOSE FEATHER TREE 60CM,249.59999999999997,128,16,15
21268,VINTAGE BLUE TINSEL REEL,0.84,2,1,1
21269,ANTIQUE CREAM CUTLERY SHELF ,238.0,28,18,17
21270,ANTIQUE CREAM CUTLERY CUPBOARD,178.5,14,13,12
21272,SALLE DE BAIN HOOK,653.8199999999999,498,60,49
21275,ZINC TOP  2 DOOR WOODEN SHELF ,169.5,10,9,9
21277,FRENCH STYLE EMBOSSED HEART CABINET,485.9,23,20,19
21278,VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7,7
21279,VINTAGE KITCHEN PRINT FRUITS,165.75,65,12,12
21280,VINTAGE KITCHEN PRINT VEGETABLES,165.75,65,12,12
21281,VINTAGE KITCHEN PRINT SEAFOOD,89.24999999999999,35,6,6
21284,RETROSPOT CANDLE  SMALL,311.84000000000003,384,25,24
21285,RETROSPOT CANDLE  MEDIUM,357.62,350,33,26
21286,RETROSPOT CANDLE  LARGE,279.37,255,18,17
21287,SCENTED VELVET LOUNGE CANDLE ,755.13,1788,54,47
21288,STRIPEY CHOCOLATE NESTING BOXES,707.95,253,40,33
21289,LARGE STRIPES CHOCOLATE GIFT BAG,553.75,443,19,19
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,782.0,920,40,32
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,591.25,865,26,25
21293,MIRRORED DOVE WALL DECORATION,214.13,101,18,14
21294,ETCHED GLASS COASTER,722.88,1536,58,46
21306,SET/4 DAISY MIRROR MAGNETS,166.27999999999997,486,36,35
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79,13,11
21310,CAPIZ CHANDELIER,29.95,1,1,1
21311,SET/4 BIRD MIRROR MAGNETS ,158.23,452,44,40
21313,GLASS HEART T-LIGHT HOLDER ,2097.71,2828,129,96
21314,SMALL GLASS HEART TRINKET POT,7399.960000000001,3664,342,215
21316,SMALL CHUNKY GLASS ROMAN  BOWL,153.64000000000001,148,9,9
21317,GLASS SPHERE CANDLE STAND MEDIUM,510.75,95,26,23
21318,GLASS CHALICE BLUE SMALL ,369.0,678,40,38
21319,GLASS CHALICE GREEN  SMALL ,129.51,147,12,12
21320,GLASS CHALICE GREEN  LARGE ,309.66,186,11,10
21324,HANGING MEDINA LANTERN SMALL,203.55,69,20,20
21326,AGED GLASS SILVER T-LIGHT HOLDER,6052.0,10040,277,168
21327,SKULLS WRITING SET ,887.7,538,145,99
21328,BALLOONS  WRITING SET ,1253.95,755,187,135
21329,DINOSAURS  WRITING SET ,975.1,586,168,120
21331,MOROCCAN BEATEN METAL DISH LARGE,140.25,11,7,7
21332,MOROCCAN BEATEN METAL MIRROR,143.3,14,8,8
21333,CLASSIC WHITE FRAME,162.25,55,15,15
21336,GOLD WASHBAG,23.6,8,3,3
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,10123.16,925,260,179
21344,MOROCCAN BEATEN METAL DISH,139.29999999999998,14,5,5
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,355.65000000000003,139,5,5
21349,IVY HEART WREATH,81.0,12,7,7
21351,CINAMMON & ORANGE WREATH,654.55,101,31,27
21352,EUCALYPTUS & PINECONE  WREATH,1118.65,311,37,35
21354,TOAST ITS - BEST MUM,885.95,751,68,55
21355,TOAST ITS - I LOVE YOU ,955.4,772,107,95
21356,TOAST ITS - FAIRY FLOWER,361.9,303,53,37
21357,TOAST ITS - DINOSAUR,23.75,19,10,9
21358,TOAST ITS - HAPPY BIRTHDAY,408.75,327,59,54
21359,RELAX LARGE WOOD LETTERS,743.7,126,26,22
21360,JOY LARGE WOOD LETTERS,194.15,37,14,14
21361,LOVE LARGE WOOD LETTERS ,1127.85,91,54,42
21363,HOME SMALL WOOD LETTERS,1024.65,207,90,67
21364,PEACE SMALL WOOD LETTERS,168.75,25,21,19
21365,MIRRORED WALL ART STARS,360.0,348,42,35
21366,MIRRORED WALL ART PHOTO FRAMES,102.0,24,10,9
21367,MIRRORED WALL ART GENTS,159.51,163,35,29
21368,MIRRORED WALL ART LADIES,128.4,160,30,25
21369,MIRRORED WALL ART SPLODGES,142.5,98,13,12
21370,MIRRORED WALL ART FOXY,88.2,15,8,7
21371,MIRRORED WALL ART POPPIES,274.65,275,32,27
21372,MIRRORED WALL ART TABLE LAMP,75.73,67,25,18
21373,MIRRORED WALL ART SNOWFLAKES,380.25,507,45,41
21374,MIRRORED WALL ART SKULLS,400.0,294,40,37
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,107.30000000000001,22,10,9
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,149.65,29,13,13
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,123.21,93,19,18
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,175.05,129,22,21
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,155.61,141,23,22
21380,WOODEN HAPPY BIRTHDAY GARLAND,5901.3,2090,232,138
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2726.31,1695,138,88
21382,SET/4 SPRING FLOWER DECORATION,1151.8,1040,93,64
21383,PACK OF 12 STICKY BUNNIES,497.25,765,77,75
21385,IVORY HANGING DECORATION  HEART,2952.54,3558,205,153
21386,IVORY HANGING DECORATION  EGG,253.01,689,46,42
21389,IVORY HANGING DECORATION  BIRD,862.75,1015,94,81
21390,FILIGRIS HEART WITH BUTTERFLY,4540.38,3778,174,120
21391,FRENCH LAVENDER SCENT HEART,846.6,965,75,69
21392,RED POLKADOT PUDDING BOWL,38.129999999999995,32,6,5
21393,BLUE POLKADOT PUDDING BOWL,38.67,29,7,7
21394,RED POLKADOT BEAKER ,1538.62,3822,114,88
21395,BLUE POLKADOT BEAKER ,1094.34,2806,78,63
21397,BLUE POLKADOT EGG CUP ,445.26,1016,44,43
21398,RED POLKADOT COFFEE  MUG,642.75,1499,49,43
21399,BLUE POLKADOT COFFEE MUG,826.14,2035,62,50
21400,RED PUDDING SPOON,109.74,837,48,42
21401,BLUE PUDDING SPOON,132.29999999999998,1010,58,48
21402,RED  EGG  SPOON,155.4,1290,61,54
21403,BLUE EGG  SPOON,258.71999999999997,1718,71,58
21407,BROWN CHECK CAT DOORSTOP ,965.0,233,94,79
21408,SPOTTY PINK DUCK DOORSTOP,752.51,221,65,50
21411,GINGHAM HEART  DOORSTOP RED,2371.2599999999998,714,185,147
21413,PERIWINKLE T-LIGHT HOLDER,45.0,36,10,8
21414,SCALLOP SHELL SOAP DISH,2.1,1,1,1
21415,CLAM SHELL SMALL ,375.73,202,30,25
21416,CLAM SHELL LARGE,18.75,5,4,4
21417,COCKLE SHELL DISH,420.88,289,32,24
21418,STARFISH SOAP DISH,115.25,59,12,11
21420,OYSTER TRINKET BOX,83.87,47,13,12
21421,PORCELAIN ROSE LARGE ,345.14,298,13,11
21422,PORCELAIN ROSE SMALL,1218.36,1560,46,32
21424,WOODLAND STORAGE BOX LARGE ,612.0500000000001,227,22,19
21425,SKULLS STORAGE BOX LARGE,188.05,67,16,12
21426,WOODLAND STORAGE BOX SMALL,411.30000000000007,213,17,15
21427,SKULLS STORAGE BOX SMALL,161.70000000000002,77,25,21
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4259.3,1098,182,117
21429,RED GINGHAM ROSE JEWELLERY BOX,2917.2,1612,217,147
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,9401.82,2698,319,186
21439,BASKET OF TOADSTOOLS,1574.98,1322,77,51
21441,BLUE BIRDHOUSE DECORATION,223.29999999999998,376,38,34
21442,GREEN BIRDHOUSE DECORATION,229.45999999999998,386,36,31
21445,12 PINK ROSE PEG PLACE SETTINGS,267.5,214,21,17
21446,12 RED ROSE PEG PLACE SETTINGS,490.0,392,75,47
21447,12 IVORY ROSE PEG PLACE SETTINGS,936.25,749,91,56
21448,12 DAISY PEGS IN WOOD BOX,531.3,322,62,46
21452,TOADSTOOL MONEY BOX,2140.15,745,133,109
21454,PAINTED PINK RABBIT ,269.45,317,43,41
21455,PAINTED YELLOW WOODEN DAISY,230.35,271,32,32
21456,2 PICTURE BOOK EGGS EASTER CHICKS,201.25,161,19,17
21457,2 PICTURE BOOK EGGS EASTER DUCKS,143.75,115,16,15
21458,2 PICTURE BOOK EGGS EASTER BUNNY,197.5,158,19,18
21459,YELLOW EASTER EGG HUNT START POST,146.25,75,18,16
21460,GREEN EASTER EGG HUNT START POST,50.699999999999996,26,9,9
21461,BLUE EASTER EGG HUNT START POST,15.6,8,4,4
21462,"NURSERY A,B,C PAINTED LETTERS",859.2,192,67,57
21463,MIRRORED DISCO BALL ,3393.4,642,129,77
21464,DISCO BALL ROTATOR BATTERY OPERATED,1034.0,244,102,57
21465,PINK FLOWER CROCHET FOOD COVER,727.46,193,63,55
21466,RED FLOWER CROCHET FOOD COVER,982.49,267,91,71
21467,CHERRY CROCHET FOOD COVER,813.67,215,78,58
21468,BUTTERFLY CROCHET FOOD COVER,468.67,123,50,43
21469,POLKA DOT RAFFIA FOOD COVER,941.21,250,71,57
21470,FLOWER VINE RAFFIA FOOD COVER,1271.13,336,114,77
21471,STRAWBERRY RAFFIA FOOD COVER,1695.15,493,92,77
21472,LADYBIRD + BEE RAFFIA FOOD COVER,446.25,119,33,29
21473,SWEETHEART CREAM STEEL TABLE RECT,438.9,22,18,16
21476,STEEL SWEETHEART ROUND TABLE CREAM,463.45,31,18,14
21479,WHITE SKULL HOT WATER BOTTLE ,10215.47,2699,378,252
21481,FAWN BLUE HOT WATER BOTTLE,9196.050000000001,2919,379,253
21484,CHICK GREY HOT WATER BOTTLE,5770.27,1545,282,205
21485,RETROSPOT HEART HOT WATER BOTTLE,15827.18,3326,533,371
21486,PINK HEART DOTS HOT WATER BOTTLE,30.0,8,4,4
21488,RED WHITE SCARF  HOT WATER BOTTLE,11.850000000000001,3,2,2
21494,ROTATING LEAVES T-LIGHT HOLDER,1617.23,1222,126,79
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,165,102
21497,FANCY FONTS BIRTHDAY WRAP,3409.0,8550,230,177
21498,RED RETROSPOT WRAP ,4310.24,10522,335,238
21499,BLUE POLKADOT WRAP,2798.0,6900,215,175
21500,PINK POLKADOT WRAP ,2593.0,6350,213,162
21503,TOYBOX  WRAP ,288.92,726,23,22
21504,SKULLS GREETING CARD,753.12,1860,96,74
21506,"FANCY FONT BIRTHDAY CARD, ",1895.76,4704,250,171
21507,ELEPHANT BIRTHDAY CARD ,449.88,1080,72,63
21507,"ELEPHANT, BIRTHDAY CARD, ",859.08,2114,126,95
21508,VINTAGE KID DOLLY CARD ,966.07,2381,145,108
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,1444.75,3581,203,142
21518,BANK ACCOUNT  GREETING  CARD ,106.98,265,17,16
21519,GIN & TONIC DIET GREETING CARD ,1320.9,3217,191,100
21520,BOOZE & WOMEN GREETING CARD ,187.62,457,33,29
21523,DOORMAT FANCY FONT HOME SWEET HOME,19149.07,3087,397,203
21524,DOORMAT SPOTTY HOME SWEET HOME,12055.32,1657,405,251
21527,RED RETROSPOT TRADITIONAL TEAPOT ,3508.8,464,133,95
21528,DAIRY MAID TRADITIONAL TEAPOT ,1209.2,176,86,62
21530,DAIRY MAID TOASTRACK,690.12,756,83,64
21531,RED RETROSPOT SUGAR JAM BOWL,3448.9500000000003,1469,206,143
21533,RETROSPOT LARGE MILK JUG,6217.650000000001,1307,310,209
21534,DAIRY MAID LARGE MILK JUG,1563.75,321,124,94
21535,RED RETROSPOT SMALL MILK JUG,5804.7,2450,310,204
21537,RED RETROSPOT PUDDING BOWL,1337.5,326,57,50
21538,DAIRY MAID  PUDDING BOWL,18.75,5,2,2
21539,RED RETROSPOT BUTTER DISH,4414.8,936,211,123
21544,SKULLS  WATER TRANSFER TATTOOS ,1519.85,1869,113,80
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,212.40000000000003,72,16,13
21555,CERAMIC STRAWBERRY TRINKET TRAY,140.25,55,12,11
21556,CERAMIC STRAWBERRY MONEY BOX,1859.4,804,47,38
21557,SET OF 6 FUNKY BEAKERS,854.0400000000001,300,51,26
21558,SKULL LUNCH BOX WITH CUTLERY ,4609.5,1940,265,167
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,8721.89,3711,426,233
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2868.78,1227,167,116
21562,HAWAIIAN GRASS SKIRT ,368.35,319,25,20
21563,RED HEART SHAPE LOVE BUCKET ,2591.02,1358,134,95
21564,PINK  HEART SHAPE LOVE BUCKET ,1686.5200000000002,1016,103,63
21576,LETS GO SHOPPING COTTON TOTE BAG,403.67,177,46,40
21577,SAVE THE PLANET COTTON TOTE BAG,1235.25,549,116,94
21578,WOODLAND DESIGN  COTTON TOTE BAG,1311.75,583,82,68
21579,LOLITA  DESIGN  COTTON TOTE BAG,342.0,152,32,30
21580,RABBIT  DESIGN  COTTON TOTE BAG,202.5,90,24,21
21581,SKULLS  DESIGN  COTTON TOTE BAG,371.25,165,40,33
21584,RETROSPOT SMALL TUBE MATCHES,1743.35,1059,146,119
21586,KINGS CHOICE GIANT TUBE MATCHES,1691.25,731,66,54
21587,COSY HOUR GIANT TUBE MATCHES,475.65,195,26,25
21588,RETROSPOT GIANT TUBE MATCHES,3442.5,1494,132,99
21591,COSY HOUR CIGAR BOX MATCHES ,1451.3899999999999,1183,143,114
21592,RETROSPOT CIGAR BOX MATCHES ,2135.32,2138,210,156
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2069.2000000000003,760,73,59
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,632.7500000000001,221,38,37
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,141.60000000000002,48,7,7
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1193.75,839,100,86
21616,4 PEAR BOTANICAL DINNER CANDLES,1093.75,755,104,84
21617,4 LILY  BOTANICAL DINNER CANDLES,848.0,470,76,62
21618,4 WILDFLOWER BOTANICAL CANDLES,471.25,301,51,48
21619,4 VANILLA BOTANICAL CANDLES,1247.5,896,121,99
21620,SET OF 4 ROSE BOTANICAL CANDLES,1188.75,795,124,97
21621,VINTAGE UNION JACK BUNTING,20945.16,2538,391,267
21622,VINTAGE UNION JACK CUSHION COVER,1755.3,358,92,76
21623,VINTAGE UNION JACK MEMOBOARD,22679.28,3252,205,139
21624,VINTAGE UNION JACK DOORSTOP,1184.8500000000001,203,82,72
21625,VINTAGE UNION JACK APRON,2112.39,303,113,97
21626,VINTAGE UNION JACK PENNANT,1444.95,741,74,64
21627,ELEPHANT CARNIVAL POUFFE,568.1,38,24,14
21628,TRIANGULAR POUFFE VINTAGE ,605.4499999999999,43,16,14
21629,SQUARE FLOOR CUSHION VINTAGE RED,395.45000000000005,51,25,13
21630,FLOOR CUSHION ELEPHANT CARNIVAL,461.3,54,22,13
21631,HIPPY CHIC DECORATIVE PARASOL,761.85,155,16,15
21632,VINTAGE PINK DECORATIVE PARASOL,237.00000000000003,60,5,5
21633,SUNFLOWER DECORATIVE PARASOL,528.45,87,14,13
21634,ASSORTED MINI MADRAS NOTEBOOK,462.59999999999997,948,23,22
21635,MADRAS NOTEBOOK LARGE ,367.5,270,15,15
21636,MADRAS NOTEBOOK MEDIUM,699.45,911,71,60
21637,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,6,6
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,489.3,233,31,25
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,437.16999999999996,529,46,38
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,367.97999999999996,1102,23,19
21642,ASSORTED TUTTI FRUTTI PEN,800.9499999999999,2451,90,79
21643,ASSORTED TUTTI FRUTTI MIRROR,594.26,490,31,27
21644,ASSORTED TUTTI FRUTTI HEART BOX,268.75,215,32,29
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,222.60000000000002,106,24,21
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,780.14,646,31,26
21650,ASSORTED TUTTI FRUTTI BRACELET,440.89,2197,61,48
21651,HANGING GLASS ETCHED TEALIGHT,191.85,125,10,9
21654,RIDGED GLASS FINGER BOWL,427.85999999999996,934,47,40
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,2,1
21656,RIDGED GLASS POSY VASE ,169.64999999999998,117,17,15
21657,MILK BOTTLE WITH GLASS STOPPER ,194.60000000000002,28,15,11
21658,GLASS  BEURRE DISH,2862.2200000000003,770,126,82
21661,VINTAGE GLASS TEA CADDY,17.85,3,3,3
21662,VINTAGE GLASS COFFEE CADDY,416.3,74,16,14
21664,RIDGED GLASS STORAGE JAR CREAM LID,342.72,96,17,15
21666,RIDGED GLASS T-LIGHT HOLDER,249.60000000000002,384,33,21
21667,GLASS CAKE COVER AND PLATE,29.9,2,1,1
21668,RED STRIPE CERAMIC DRAWER KNOB,6177.53,5001,333,169
21669,BLUE STRIPE CERAMIC DRAWER KNOB,6239.4,4936,351,167
21670,BLUE SPOT CERAMIC DRAWER KNOB,4971.22,3962,289,158
21671,RED SPOT CERAMIC DRAWER KNOB,5018.65,4061,279,164
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5578.14,4534,307,159
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4929.95,3971,276,154
21675,BUTTERFLIES STICKERS,442.71,519,51,45
21676,FLOWERS  STICKERS,191.04999999999998,211,32,21
21677,HEARTS  STICKERS,655.0,766,80,62
21678,PAISLEY PATTERN  STICKERS,88.39999999999999,104,16,16
21679,SKULLS  STICKERS,891.2199999999999,1054,87,67
21680,WOODLAND  STICKERS,683.4,804,53,43
21681,GIANT MEDINA STAMPED METAL BOWL ,19.9,2,2,2
21682,LARGE MEDINA STAMPED METAL BOWL ,881.1600000000001,177,50,42
21683,MEDIUM MEDINA STAMPED METAL BOWL ,876.1500000000001,297,48,39
21684,SMALL MEDINA STAMPED METAL BOWL ,565.21,752,36,27
21686,MEDINA STAMPED METAL STOOL,1268.3500000000001,33,18,6
21688,SILVER PLATE CANDLE BOWL SMALL,932.2000000000002,316,39,36
21689,SILVER VANILLA  FLOWER CANDLE POT,345.0,92,23,22
21690,SILVER  CANDLEPOT JARDIN ,82.5,22,7,6
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,17,7,7
21693,SMALL HAMMERED SILVER CANDLEPOT ,1020.7000000000002,346,43,40
21694,SMALL REGAL  SILVER CANDLEPOT ,817.0500000000001,303,20,18
21695,SMALL SILVER FLOWER CANDLE POT,817.1500000000001,277,35,35
21696,SMALL SILVER TRELLIS CANDLEPOT,649.0000000000001,220,29,27
21698,MOCK LOBSTER FRIDGE MAGNET,116.61999999999999,266,22,22
21700,BIG DOUGHNUT FRIDGE MAGNETS,1076.1,1266,85,58
21703,BAG 125g SWIRLY MARBLES,3431.35,9272,243,175
21704,BAG 250g SWIRLY MARBLES,3856.38,5004,197,137
21705,BAG 500g SWIRLY MARBLES,1299.21,1377,110,89
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1129.63,228,68,53
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,601.22,120,47,44
21708,FOLDING UMBRELLA CREAM POLKADOT,677.5,138,32,28
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,430.06,87,31,30
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,412.41,84,31,29
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,420.1,86,23,22
21713,CITRONELLA CANDLE FLOWERPOT,1429.2,692,125,103
21714,CITRONELLA CANDLE GARDEN POT,1348.75,1079,126,106
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2736.75,1141,138,116
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2880.92,1190,137,112
21717,EASTER TIN BUCKET,931.95,405,38,34
21718,RED METAL BEACH SPADE ,1612.42,1288,143,106
21719,LOVELY BONBON STICKER SHEET,255.85,301,34,29
21720,CAKE SHOP  STICKER SHEET,48.449999999999996,57,8,8
21721,CANDY SHOP  STICKER SHEET,148.75,175,20,19
21722,SWEET PUDDING STICKER SHEET,55.24999999999999,65,15,13
21723,ALPHABET HEARTS STICKER SHEET,311.95,367,38,29
21724,PANDA AND BUNNIES STICKER SHEET,316.2,372,57,43
21725,SWEETIES  STICKERS,232.89999999999998,274,32,26
21726,MULTI HEARTS  STICKERS,196.35,231,36,29
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2319.19,497,119,79
21731,RED TOADSTOOL LED NIGHT LIGHT,19831.71,12863,522,266
21733,RED HANGING HEART T-LIGHT HOLDER,22595.190000000002,7749,679,385
21735,TWO DOOR CURIO CABINET,2551.95,210,82,60
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,137.22,80,5,5
21738,COSY SLIPPER SHOES SMALL  RED ,126.85000000000001,43,18,17
21739,COSY SLIPPER SHOES SMALL GREEN,411.54,141,48,38
21741,COSY SLIPPER SHOES LARGE GREEN,386.45000000000005,131,28,27
21742,LARGE ROUND WICKER PLATTER ,1142.4,192,89,75
21743,STAR PORTABLE TABLE LIGHT ,750.7,274,31,28
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1122.19,365,80,66
21745,GAOLERS KEYS DECORATIVE GARDEN ,3400.94,926,205,115
21746,SMALL RED RETROSPOT WINDMILL,3521.7,2974,185,122
21747,SMALL SKULL WINDMILL,527.53,437,42,31
21749,LARGE RED RETROSPOT WINDMILL,3645.0000000000005,1900,107,80
21750,LARGE SKULL WINDMILL,161.70000000000002,77,16,15
21754,HOME BUILDING BLOCK WORD,15504.51,2633,691,360
21755,LOVE BUILDING BLOCK WORD,11398.710000000001,1923,555,337
21756,BATH BUILDING BLOCK WORD,4644.53,778,242,168
21757,LIGHTHOUSE PRINTED METAL SIGN,29.700000000000003,6,3,3
21758,VINTAGE SHELLS PRINT,202.4,32,14,13
21761,WOOD AND GLASS MEDICINE CABINET,299.5,10,10,10
21763,VINTAGE WOODEN BAR STOOL,169.75,6,4,4
21769,VINTAGE POST OFFICE CABINET,607.6500000000001,11,2,2
21770,OPEN CLOSED METAL SIGN,7296.51,1574,341,263
21773,DECORATIVE ROSE BATHROOM BOTTLE,693.52,920,59,50
21774,DECORATIVE CATS BATHROOM BOTTLE,647.03,835,52,39
21775,DECORATIVE FLORE BATHROOM BOTTLE,313.91,283,41,34
21777,RECIPE BOX WITH METAL HEART,55.65,7,3,3
21781,MA CAMPAGNE CUTLERY BOX,1997.55,137,81,51
21784,SHOE SHINE BOX ,507.44999999999993,51,38,20
21785,RAIN PONCHO ,267.1,410,4,3
21786,POLKADOT RAIN HAT ,629.89,1730,89,56
21787,RAIN PONCHO RETROSPOT,6962.08,8752,180,115
21788,KIDS RAIN MAC BLUE,933.53,1199,66,59
21789,KIDS RAIN MAC PINK,672.5799999999999,796,67,55
21790,VINTAGE SNAP CARDS,10441.47,13329,722,449
21791,VINTAGE HEADS AND TAILS CARD GAME ,8500.16,7118,485,342
21792,CLASSIC FRENCH STYLE BASKET GREEN ,1388.65,331,70,58
21793,CLASSIC FRENCH STYLE BASKET BROWN,1240.44,296,66,57
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2064.4700000000003,501,93,79
21801,CHRISTMAS TREE DECORATION WITH BELL,191.94,457,22,22
21802,CHRISTMAS TREE HEART DECORATION,418.74,997,46,45
21803,CHRISTMAS TREE STAR DECORATION,462.41999999999996,1101,49,46
21804,WHITE CHRISTMAS GARLAND STARS TREES,656.7,178,40,37
21807,WHITE CHRISTMAS STAR DECORATION,173.88,414,25,24
